text,time,channel,label
Keep leting goverment rule our lives. You got what you asked for.,2 months ago,CNBC,
"So companies like ITS Logistics, makes 1B in profit every year, but they don't want to take a 25% hit on their profits, totaling $750M.... and that's not ok but its ok for them to pass their tax to the consumers by raising the price and making us pay for it, and that's ok......hmmmm",2 months ago,CNBC,
This should have been done and posted 6 months ago. Definitely not a better late than never situation. Do better!!!!,2 months ago (edited),CNBC,
Claudia sheman..tienes un mes .. comprobar tu EFICACIA... mensaje de estados unidos .. DONALD TRUMP ??,2 months ago,CNBC,
It¡¯s going to happen sooner or later the world comes under one government and it seems that the North American union is getting ready to manifest. Not good for people that don¡¯t believe in Jesus but all this was written since the book of Daniel. Then broke down in revelation with more clarity.,2 months ago,CNBC,
Finally someone on here that has some common sense,2 months ago,CNBC,
Yep and that what was Elon Musk and Vivek ramaswamy were saying about Americans,2 months ago,CNBC,
"Oh, so you've seen the House of Representatives in the last 4 years.",2 months ago,CNBC,
What type of work and what was the pay?,1 month ago,CNBC,
?,12 days ago,CNBC,
SO SHOES CAN BE $450?? GREAT IDEA LETS MAKE AMERICA INDIA WHILE WERE AT IT!!!!!,2 months ago,CNBC,
"My friend makes things from USA, but he still gets raw materials from other country. He also plans to increase the price of the items he sells even though it is made in America",2 months ago,CNBC,
So maybe we should just buy American...,2 months ago,CNBC,
"I hate this ""passed to the consumer "" how about I just don't buy Chinese garbage",2 months ago,CNBC,
The only way to stop this is to stop buying¡¦,2 months ago,CNBC,
i dont understand how this tariff move was supposed to help our country if we are the ones paying the price? i dont get it,2 months ago,CNBC,
Weird.  Mexico struck a deal ??.  Trump is a genius,2 months ago,CNBC,
Bro it¡¯s too late,2 months ago,CNBC,
Farming is nice I grow the American Apple Trees in Jamaica   #Apple,2 months ago,CNBC,
"i am a small business, even when i import from china i make sure i have top quality (not cheap china stuff) and guess who sells more in this country? you guessed it, the cheap low quality china stuff sells way more than me. So is people really going to pay if i make my stuff in the US? if they are already not buying good quality stuff because is more expensive",2 months ago (edited),CNBC,
"Tarrif the company and stop it there, why does the consumer always get the shaft ?",2 months ago,CNBC,
I try to get my family to not consume.   But I can't stop it.  Worst is paper products.,2 months ago,CNBC,
Why do some people not understand that the US importer pays the tariff. Not China¡¦,2 months ago,CNBC,
"People wonder how Republicans plan to offset the costs of the tax cuts for the wealthy. Tariffs will earn additional revenue for the government, they're cutting funding for programs they don't like, and firing people who are disloyal, were appointed during previous administrations (including his own), or pose some sort of threat to the regime's plans (or make glorious leader feel bad). Not to mention we'll probably increase the selling of weapons to other countries, and who knows what else. This presidency is ONLY about making money and kicking out whoever Trump and his cronies don't like, the Constitution be damned.",2 months ago,CNBC,
On FOX the MAGAts r cheering on tRump.When will they realize they r destroying themselves?,2 months ago,CNBC,
"Or....god forbid , preparation to avoid the same issues we had with COVID.   That man said...planning for the unknown....not just Trumps tariffs.   Gaslighting the stupid people.  Disgusting",2 months ago,CNBC,
STOP TRUMP & MUSK NOW B4 ITS TOO LATE????,2 months ago,CNBC,
So frightening for all but the super rich consumer in the USA.   Trump promised lower prices but his tariffs could put millions of USA citizens into poverty.  This is a major con perpetrated upon the citizens of the USA by Trump and Elon Musk.,2 months ago,CNBC,
"Hey America, you¡¯re being robbed. 
The bullsh!t their selling isn¡¯t worth the price they are charging for it. 
Save your money.",2 months ago,CNBC,
"Gee, I sure can't wait to pay for all of this! Thank you, daddy god emperor Trump, and the everso intelligent people of MAGA. I'm sure glad you guyss ran entire hate campaigns against women, minorities and LGBT people so I wouldn't be distracted by those pesky real issues.",2 months ago,CNBC,
Tariffs are abusive destructive crap to many so punish the leaders starting them and not saying lets negotiate. Turning it into criminal hapenings other side more then what is best for most on both sides,2 months ago,CNBC,
"If you¡¯re not a millionaire or if you don¡¯t make 140,000+ more a year¡¦. and you voted for Trump¡¦.  I¡¯m so sorry.",2 months ago,CNBC,
"I thought TRUMP said, he makes everything cheaper",2 months ago,CNBC,
I wish I could just send this to all of my friends so that they could understand! Cause....effect....,2 months ago,CNBC,
"Trump will destroy america and its allies, just like he was told to do by Putin.",2 months ago,CNBC,
"Wow, the number of people defending the businesses in these comments is astounding!",2 months ago,CNBC,
"Why not 100%, 1000%, 10000% tariff ?   US will use up their shows and and walk barefoot in future - that seems to be the resource saving plan of Mr. T.",2 months ago,CNBC,
"I can assure you all those people interviewed showing concern, probably voted and probably will still vote for Trump if given the chance.",2 months ago,CNBC,
Buy American,2 months ago,CNBC,
Prices already high,2 months ago,CNBC,
"What complaints will you have when this works and makes this country great again. It will not happen overnight DAH!!!. Always complaining about everything he does even when former democrats wanted to do this. You people want open borders which is insane, no deportations of criminals, you want men in women's sports, boys in girl's locker rooms and tampons in boys rest rooms, you want woke insanity and DEI in schools, you want millions of dollars going overseas for insane programs and you do not want the president saving you money. You do not want businesses coming back to the US, you do not want new companies building new factories here and creating new jobs for the American people, you are so lost. All you want to do is complain and protest and you do not even know what you're protesting about, if you're protesting the things I mentioned that proves you are insane. You want to try and ruin Elon Musk, setting Tesla's on fire because he is finding waste, fraud and abuse, millions of wasted dollars of social security going to dead people, millions of dollars going to people here illegally, you do not even want people to show that they are an American citizen when voting, the reason for this is because you want illegals voting giving Democrats a chance to win. You keep complaining that Trump is taking away social security and Medicare, he has said numerous times that is not going to happen, these news outlets keep shoving that lie in your face and you believe it. I can sort of see why you think these things because you keep watching these fake news outlets like CNN an MSNBC shoving ALL THIS FAKE NEWS IN YOUR FACE. If you want to hear the truth, try watching Fred Bear, the Ingraham Angle, Jesse Waters, Hannity, Gutfeld, Trey Gowdy, The Five, The big weekend show, Fox and friends and Life, Liberty and Levin. You people believe nothing but lies and complain about all the great things happening. You complain in posts, but you do not back up your complaint with a list because you have no list, you know if you posted your complaint, it would be a lie. Look what I posted, I made a list to support why Trump will go down as the greatest President who has ever served.",7 days ago,MSNBC,
